PMID,Title,publication_date
32873719,COVID-19 Racism and Mental Health in Chinese American Families,9/3/2020
32873718,The Pandemics of Racism and COVID-19: Danger and Opportunity,9/3/2020
32873717,COVID-19 and the Well-being of Children and Families,9/3/2020
32873658,Urgent Cesarean Delivery Following Nonstress Test in a Patient with COVID-19 and Pregestational Diabetes,9/3/2020
32873615,COVID-19 Challenges Status Quo for Cancer Care,9/3/2020
32872902,Mie scattering revisited: Study of bichromatic Mie scattering of electromagnetic waves by a distribution of spherical particles,9/3/2020
32872705,The Tele-Future is Now: Will Telemedicine&#39;s Footprint Be Permanent Post-COVID-19?,9/3/2020
32872703,Telemedicine During the COVID-19 Crisis and Beyond,9/3/2020
32872702,Weighing the Cost of Obesity: One Solution Does Not Fit All For This Complicated Disease,9/3/2020
32872700,On Pause for the Pandemic: Health Issues Sidelined Amid COVID-19 Response,9/3/2020
32872685,COVID-19 and Review of Current Recommendations for Return to Athletic Play,9/3/2020
32872683,Communicating Through COVID-19: Keeping Patients Connected to Loved Ones,9/3/2020
32871857,Airway Management of COVID-19 Positive Patients Aboard USNS COMFORT Mission to New York City,9/3/2020
32871856,Overview of Upper Airway Management During COVID-19 Outbreak: Head and Neck Surgeon's Perspective: Comment,9/3/2020
32871558,Considerations for Use of Hematopoietic Growth Factors in Patients With Cancer Related to the COVID-19 Pandemic,9/2/2020
32871142,Something to Feel Good About in These Bad Times,9/2/2020
32870799,Low-Complexity System and Algorithm for an Emergency Ventilator Sensor and Alarm,9/2/2020
32870787,Application of Critical Care Ultrasound in Patients With COVID-19: Our Experience and Perspective,9/2/2020
32870768,Web-Based Video Conferences,9/2/2020
32870735,Vitamin D in Prevention and Treatment of COVID-19: Current Perspective and Future Prospects,9/2/2020
32870710,Important Changes that May Affect Telehealth Policy During the COVID-19 Pandemic,9/2/2020
32870698,"Evidence, Junk Science, and Hope in a Time of Pandemic: On the Front Lines in Dentistry",9/2/2020
32870651,Neuropathogens and Nasal Cleansing: Use of Clay Montmorillonite Coupled with Activated Carbon for Effective Eradication of Pathogenic Microbes from Water Supplies,9/2/2020
32870541,Complete remission of an advanced basal cell carcinoma after only 3-month treatment with sonidegib: Report of a case and drug management during COVID-19 pandemic,9/2/2020
32870517,A New Day: The Role of Telemedicine in Reshaping Care for Persons With Movement Disorders,9/2/2020
32870287,The Importance of Reestablishing a Pandemic Preparedness Office at the White House,9/2/2020
32870268,Regulatory Decision-making on COVID-19 Vaccines During a Public Health Emergency,9/2/2020
32870267,Debates Around the Role of School Closures in the Coronavirus 2019 Pandemic,9/2/2020
32870262,Debates Around the Role of School Closures in the Coronavirus 2019 Pandemic,9/2/2020
32870249,Debates Around the Role of School Closures in the Coronavirus 2019 Pandemic,9/2/2020
32870247,Considerations for Young Children and Those With Special Needs as COVID-19 Continues,9/2/2020
32870241,Opportunities for Research on the Treatment of Substance Use Disorders in the Context of COVID-19,9/2/2020
32870240,Debates Around the Role of School Closures in the Coronavirus 2019 Pandemic-Reply,9/2/2020
32870235,Emergency Use Authorizations During the COVID-19 Pandemic: Lessons From Hydroxychloroquine for Vaccine Authorization and Approval,9/2/2020
32870036,COVID-19: How Do We Stay Safe?,9/2/2020
32870035,Face Coverings in a Pandemic,9/2/2020
32869938,Relative changes in the pattern of diseases presenting in dermatology outpatient clinic in the era of the COVID-19 pandemic,9/2/2020
32869865,Evaluation of sample pooling for diagnosis of COVID-19 by real time-PCR: A resource-saving combat strategy,9/2/2020
32869728,SARS-CoV-2 infection: diagnostic testing results occasionally require special attention,9/2/2020
32869702,Absence of SARS-CoV-2 in the effluent of peritoneal dialysis patients,9/2/2020
32869376,Possible routes of SARS-CoV-2 invasion in brain: In context of neurological symptoms in COVID-19 patients,9/2/2020
32869367,The New Normal in Clinical Trials: Decentralized Studies,9/2/2020
32869330,Age and Location in Severity of COVID-19 Pathology: Do Lactoferrin and Pneumococcal Vaccination Explain Low Infant Mortality and Regional Differences?,9/2/2020
32868745,Changes in Reverse Transcription Polymerase Chain Reaction-positive Severe Acute Respiratory Syndrome Coronavirus 2 Rates in Adults and Children According to the Epidemic Stages,9/2/2020
32868741,Creating clinical nurse leaders during the COVID-19 outbreak,9/2/2020
32868681,Early Effects of COVID-19 on Programs Providing Medications for Opioid Use Disorder in Jails and Prisons,9/2/2020
32868627,Rapid Deployment of a Virtual Nurse Residency Program; Virtually No Idea Where to Start,9/2/2020
32868604,Caring for Patients With Opioid Use Disorder in the Midst of a Pandemic: A Call to Action for All Nurses,9/2/2020
32868552,"During the COVID-19 Quarantine, Home Has Been More Harmful Than the Virus for Children!",9/2/2020
32868551,Lessons From the Frontlines: Pandemic Response Among New York City Pediatric Emergency Medicine Fellowship Programs During COVID-19,9/2/2020
32868480,Author response: COVID-19 presenting with ophthalmoparesis from cranial nerve palsy,9/2/2020
32868479,Reader response: COVID-19 presenting with ophthalmoparesis from cranial nerve palsy,9/2/2020
32868478,Editors' note: COVID-19 presenting with ophthalmoparesis from cranial nerve palsy,9/2/2020
32868477,Author response: Miller Fisher syndrome and polyneuritis cranialis in COVID-19,9/2/2020
32868476,Reader response: Miller Fisher syndrome and polyneuritis cranialis in COVID-19,9/2/2020
32868475,Editors' note: Miller Fisher syndrome and polyneuritis cranialis in COVID-19,9/2/2020
32867623,"Comment on ""Response of a comprehensive cancer center to the COVID-19 pandemic: the experience of the Fondazione IRCCS-Istituto Nazionale dei Tumori di Milano""",9/2/2020
32867617,Human Induced Pluripotent Stem Cell-Derived Lung Epithelial System for SARS-CoV-2 Infection Modeling and Its Potential in Drug Repurposing,9/2/2020
32867612,The Importance of Psychiatric Rehabilitation Services During and After the COVID-19 Pandemic,9/2/2020
32867467,Engineering of a Dual-Recognition Ratiometric Fluorescent Nanosensor with a Remarkably Large Stokes Shift for Accurate Tracking of Pathogenic Bacteria at the Single-Cell Level,9/2/2020
32866405,Web Exclusive. Annals On Call - Regulatory T Cells: Treatment for COVID-19?,9/1/2020
32866361,Palliative Care During Public Health Emergencies: Examples from the COVID-19 Pandemic,9/1/2020
32866312,Implications of SARS-CoV-2 on current and future operation and management of wastewater systems,9/1/2020
32866302,Autopsy Identification of Viable Mycobacterium Tuberculosis in the Lungs of a Markedly Decomposed Body,9/1/2020
32866276,Pandemic Poses Legal Pitfalls: TMA Seeks Better Liability Shields,9/1/2020
32866275,"Testing Boundaries COVID-19 made the USMLE, Clerkships a Moving Target for Med Students",9/1/2020
32866274,"Leadership by Fire: Stephanie Stephens New Texas Medicaid, CHIP Director",9/1/2020
32866273,Quarantine's Quandary: Some Texans Unable to Self-Isolate,9/1/2020
32866272,Surge Response: How the Panhandle Handled One of the State's Biggest COVID-19 Outbreaks,9/1/2020
32866271,"Road to Recovery: COVID-19 Tests, Bends, and Breaks Texas Practices",9/1/2020
32866259,COVID-19: Mobilizing Quickly for a Rapid Response,9/1/2020
32866250,COVID-19 and the Silver Lining in Health Care Technology,9/1/2020
32866090,Replication analysis of the COVID-19 Worry Scale,9/1/2020
32866024,Changes to the work-family interface during the COVID-19 pandemic: Examining predictors and implications using latent transition analysis,9/1/2020
32865940,COVID-19: Why Has the Mortality Rate Declined?,9/1/2020
32865850,Best Practices for Approaching Cognitive Processing Therapy and Prolonged Exposure During the COVID-19 Pandemic,9/1/2020
32865587,Maintaining Clinical Continuity Through Virtual Simulation During the COVID-19 Pandemic,9/1/2020
32865586,"""Get Connected"": Integrating Telehealth Triage in a Prelicensure Clinical Simulation",9/1/2020
32865585,Transitioning an Advanced Practice Fellowship Curriculum to eLearning During the COVID-19 Pandemic,9/1/2020
32865283,Occlusion and face masks: Issues with sunscreen use among health care workers during COVID-19,9/1/2020
32865141,Striving to Meet Global Health Competencies Without Study Abroad,9/1/2020
32864982,Interaction Between Coronavirus S-Protein and Human ACE2: Hints for Exploring Efficient Therapeutic Targets to Treat COVID-19,9/1/2020
32864824,The evolving response by emergency veterinary hospitals during the COVID-19 pandemic,8/31/2020
32864820,"Normative Baseline for Radiomics in Brain MRI: Evaluating the Robustness, Regional Variations, and Reproducibility on FLAIR Images",8/31/2020
32864784,Angiotensin-converting enzyme as a new immunologic target for the new SARS-CoV-2,8/31/2020
32864768,"Reply to: ""QT prolongation with hydroxychloroquine and azithromycin for the treatment of COVID-19: The need for pharmacogenetic insights""",8/31/2020
32864735,Antibody detection assays for COVID-19 diagnosis: an early overview,8/31/2020
32862778,"Dying, Death and Mourning amid COVID-19 Pandemic in Kashmir: A Qualitative Study",8/31/2020
32862669,COVID-19 Pandemic Significantly Decreases Acute Surgical Complaints,8/31/2020
32862559,"A kidney transplant recipient with nausea, vomiting, and diarrhea after a recent COVID-19 exposure",8/31/2020
32862556,"Potential indirect effects of the COVID-19 pandemic on use of emergency departments for acute life-threatening conditions - United States, January-May 2020",8/31/2020
32862512,Epicardial Fat Inflammation in Severe COVID-19,8/31/2020
32862474,Critical care ultrasonography during COVID-19 pandemic: The ORACLE protocol,8/31/2020
32860656,Ode from an aching heart,8/30/2020
32860652,COVID-19 and childhood acute lymphoblastic leukemia,8/30/2020
32860474,Management of patients with hidradenitis suppurativa during the COVID-19 pandemic: Risk and benefit of immunomodulatory therapy,8/30/2020
32860465,The prognostic role of neopterin in COVID-19 patients,8/30/2020
32860461,Case report: SARS-CoV-2-induced urticaria or just a concomitance?,8/30/2020
32860437,Effect of delayed obstetric labor care during the COVID-19 pandemic on perinatal outcomes,8/30/2020
32860432,Tocilizumab use in COVID-19-associated pneumonia,8/30/2020
32860431,"Evaluation of 17 patients with COVID-19 pneumonia treated with anakinra according to HScore, SOFA, MuLBSTA, and Brescia-COVID respiratory severity scale (BCRSS) scoring systems",8/30/2020
32860337,Let us not forget the importance of a face-to-face consultation in the Covid-19 era: A dermatology perspective,8/30/2020
32860307,Impact of the COVID-19 pandemic on commercial airlines in the United States and implications for the kidney transplant community,8/30/2020
32860255,"The impact of COVID-19 on food systems, safety, and security-a symposium report",8/30/2020
32860226,The Impact of COVID-19 on Access to Parkinson's Disease Medication,8/30/2020
32859734,Reentry Reflections: Views on COVID-19 From a Global Health Trainee,8/30/2020
32858781,Changes in Liver Transplant Center Practice in Response to Coronavirus Disease 2019: Unmasking Dramatic Center-Level Variability,8/29/2020
32858735,Practice Standards for Effective Telemedicine in Chronic Care Management After COVID-19,8/29/2020
32858732,Pharmacists as Frontline Responders During COVID-19: Roles and Responsibilities Need to be Revisited,8/29/2020
32858731,Lessons from a Free Clinic During Covid-19: Medical Students Serving Individuals Experiencing Homelessness Using Tele-Health,8/29/2020
32858729,Fighting the COVID-19 Merciless Monster: Lives on the Line-Community Health Representatives' Roles in the Pandemic Battle on the Navajo Nation,8/29/2020
32858728,"Tall Pines Healthcare COVID-19 Outbreak Experience in Rural Waldo County, Maine, April 2020",8/29/2020
32858727,Pandemic Notes From a Maine Direct Primary Care Practice,8/29/2020
32858698,An Intimate Glimpse of Emergency Nurses at Work,8/29/2020
32858686,Reproductive Care During COVID-19,8/29/2020
32858681,Reason for Concern: The Push to Publish COVID-19 Studies,8/29/2020
32858679,Liability Protection for COVID-19 Health Care Providers,8/29/2020
32858678,Hard-Hit Nursing Homes Face Catch-22 to Reopen,8/29/2020
32858671,Standing with the WHO,8/29/2020
32858645,Trials and tribulations of coronavirus disease-2019 research: with a few bright lights in the fog,8/29/2020
32858639,Coronavirus disease 2019 in Rome: was it circulating before December?,8/29/2020
32858633,Thrombosis and bleeding in critical Coronavirus disease-2019 patients: two sides of the same coin,8/29/2020
32858623,Coronavirus disease 2019 and cardiovascular implications,8/29/2020
32858603,Editorial: Effects of the COVID-19 pandemic on child and adolescent mental health,8/29/2020
